mal_id,title,title_english,type,episodes,score,genres,synopsis,year,themes,studios,image_url
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,TV,13.0,7.53,Action | Adventure | Fantasy,"Life in the bustling city of Orario is never dull, especially for Bell Cranel, a naive young man who hopes to become the greatest adventurer in the land. After a chance encounter with the lonely goddess, Hestia, his dreams become a little closer to reality. With her support, Bell embarks on a fantastic quest as he ventures deep within the city's monster-filled catacombs, known only as the ""Dungeon."" Death lurks around every corner in the cavernous depths of this terrifying labyrinth, and a mysterious power moves amidst the shadows. Even on the surface, survival is a hard-earned privilege. Indeed, nothing is ever certain in a world where gods and humans live and work together, especially when they often struggle to get along. One thing is for sure, though: a myriad of blunders, triumphs and friendships awaits the dauntlessly optimistic protagonist of this herculean tale. [Written by MAL Rewrite]",2015.0,Unknown,J.C.Staff,https://myanimelist.net/images/anime/1172/148981.jpg
28143,Ochou Fujin no Gensou,Madame Butterfly's Illusion,Movie,1.0,5.52,Drama,"Butterfly, a faithful Japanese wife, waits patiently in Nagasaki for the return of her American husband, Pinkerton. She sees the Stars and Stripes fluttering atop an approaching ship and rightly surmises that Pinkerton is onboard. However, the feckless foreigner is arriving in the company of his ""real"" Caucasian wife, causing the heartbroken Butterfly to commit suicide. This masterpiece of Japanese silhouette animation makes the best of its source material. (Source: The Anime Encyclopedia)",,Historical,Unknown,https://myanimelist.net/images/anime/11/68091.jpg
28145,Johnny Cypher,Johnny Cypher in Dimension Zero,TV,130.0,,Action | Adventure | Sci-Fi,"Square-jawed superagent Johnny can travel through inner space, Dimension Zero, and uses his superpowers to combat evil all over the universe. He is helped by the beautiful blonde Zena and tiny alien Rhom from the Black Star. An early Japanse-American co-production by former Disney animator Joe Oriolo for Warner/Seven--a company formed by the merging of Seven Arts production after its merger with Warner Bros. It started airing a year after its release in the US. (Source: The Anime Encyclopedia)",1968.0,Unknown,TV Douga,https://myanimelist.net/images/anime/4/68099.jpg
28149,Nihon Animator Mihonichi,Japan Anima(tor)'s Exhibition,ONA,35.0,7.31,Avant Garde | Fantasy | Sci-Fi | Ecchi,"Nihon Animator Mihonichi is a collaborative series of standalone anime shorts with the support of various directors and studios. Aiming to expose new animators to a worldwide audience, these small works offer a glimpse into the future of the industry, featuring rising talents, cutting-edge techniques, and experimental aesthetic designs. [Written by MAL Rewrite]",,Mecha | Military | Music | School | Space,Sunrise | Khara | Studio Rikka | Bridge | Kamikaze Douga | Trigger | Graphinica | Studio Colorido | dwarf | Sola Digital Arts | Steve N' Steven,https://myanimelist.net/images/anime/11/71901.jpg
28151,Kujakuou: Sengoku Tensei,Kujakuou Sengokutensei,ONA,1.0,5.05,Action | Supernatural,A promotional anime for the 2nd volume release of Makoto Ogino's Kujakuou: Sengoku Tensei manga.,,Historical | Mythology | Time Travel,Gathering | Asahi Production,https://myanimelist.net/images/anime/9/68111.jpg
28155,Yoru no Yatterman,Yatterman Night,TV,12.0,6.53,Action | Adventure | Comedy | Drama,"Several generations after the original Yatterman series, Leopard lives with her mother and guardians, Dorothy, Voltkatze, and Elephantus, just outside the prosperous Yatter Kingdom. She lives a happy if impoverished life, unaware of her ancestral ties to the infamous Doronbow Gang, until she discovers a mural of Doronjo, Boyacky, and Tonzura in a sealed off area of her home. It turns out that Dorothy, Voltkatze, and Elephantus are descendants of the villainous gangsters, which is why they have been forbidden from entering the hero Yatterman's Kingdom! At first, Leopard vows to never engage in villainous actions like her ancestors, but new circumstances may mean that she must go back on her word, donning the identity of villain in search of true justice.",2015.0,Unknown,Tatsunoko Production,https://myanimelist.net/images/anime/11/71773.jpg
28171,Shokugeki no Souma,Food Wars! Shokugeki no Soma,TV,24.0,8.11,Gourmet | Ecchi,"Souma Yukihira has been cooking alongside his father Jouichirou for as long as he can remember. As a sous chef at his father's restaurant, he has spent years developing his culinary expertise and inventing new dishes to amaze their customers. He aspires to exceed his father's skill and take over the restaurant one day, but he is shocked to learn that Jouichirou is closing up the shop to take a job in New York. Rather than tagging along with his father, Souma finds himself enrolling at the prestigious Tootsuki Culinary Academy, where only 10 percent of its students end up graduating. The school is famous for its ""Shokugeki""—intense cooking competitions between students often used to settle debates and arguments. Jouichirou tells Souma that to surpass him and survive the next three years at Tootsuki and graduate there. The academy's brutal curriculum and fiercely competitive student body await the young chef, who must learn to navigate the treacherous environment if he wants to stand a",2015.0,School,J.C.Staff,https://myanimelist.net/images/anime/1444/148976.jpg
28179,Miss Monochrome The Animation: Manager,,OVA,1.0,6.2,Comedy,Limited edition OVA episode of Miss Monochrome.,,Idols (Female) | Music,SANZIGEN,https://myanimelist.net/images/anime/4/68163.jpg
28185,Oniku Daisuki! Zeushi-kun 2nd Season,,ONA,6.0,5.77,Comedy | Gourmet,Second season of Oniku Daisuki! Zeushi-kun series.,,Unknown,DLE,https://myanimelist.net/images/anime/4/68169.jpg
28201,Yeonghongibyeong Lazenca,,TV,13.0,,Adventure | Sci-Fi,"In the beginning of the 22nd Century, nuclear war has devastated the Earth and turned it into a wasteland. The few survivors gather and raise the city-state Setos, and while progressing a revival plan for mankind, come into contact with the Atman lifeforms sleeping in the planet's mantle.",,Mecha,Unknown,https://myanimelist.net/images/anime/12/68417.jpg
28205,Fastening Days,,ONA,1.0,6.37,Unknown,"Yoji and Kei, a boy and girl, live in a town in the not-so-distant future with their foster parent, Anna. But these seemingly ordinary children have a secret hidden even from their unsuspecting mother. Yoji and Kei are superhero defenders of their town! With a flap of their capes, the two of them and their robot bear sidekick, Oscar, protect the citizens in their town with their handmade high-tech machinery. But from what menace? And will our little heroes be able to overcome the crisis about to threaten the town's peaceful everyday serenity? Check out this utterly electrifying near-future animation to find out! (Source: Official website)",,Unknown,Studio Colorido,https://myanimelist.net/images/anime/10/68209.jpg
28207,Ketsuekigata-kun! 2,,TV,12.0,6.4,Comedy,"A-gata-kun, B-gata-kun, O-gata-kun, and AB-gata-kun are back again to explore more cultural stereotypes associated with blood type! With assistance from their feminine counterparts, the blood types delve into a range of topics related to relationships, such as one's own charms, how to react to a mediocre gift, and... How to properly hide adult content on a computer? Whether they are stranded on an uninhabited island or sharing a dorm room together, no two blood types will react the same way to any of these humorous yet relatable situations. [Written by MAL Rewrite]",2015.0,Anthropomorphic,feel. | Assez Finaud Fabric,https://myanimelist.net/images/anime/11/70069.jpg
28211,Harmony,Harmony,Movie,1.0,6.87,Sci-Fi,"In 2019, following an uprising in the USA and a subsequent global nuclear war, humanity was decimated by a catastrophe called ""The Maelström."" A half-century after this cataclysmic event—to preserve humankind—the World Health Organization (WHO) has progressively assimilated worldwide political power and completely redefined society: people are now considered public resources and are guaranteed a happier life. The heightened development of medicine, nanomachine technology, and augmented reality promote this greater devotion to human health. Suffocated by the excessive kindness of Japanese society, high school student Miach Mihie decides to oppose the societal values she considers dehumanizing before the health implant surveillance system WatchMe activates itself the day she turns 18. Miach plans to kill herself with two of her friends, Tuan Kirie and Cian Reikadou. However, Cian betrays the pact in disagreement with Miach's intentions, allowing Tuan to survive her suicide attempt, unli",,Adult Cast | Psychological,Studio 4°C,https://myanimelist.net/images/anime/2/76993.jpg
28215,Saint Seiya: Soul of Gold,,ONA,13.0,7.1,Action | Adventure | Fantasy | Sci-Fi,"In the Underworld, during the fight against Hades, the 12 Gold Saints gave up their lives to destroy the Wailing Wall and allow Seiya and his friends to keep moving forward. Aioria and the Gold Saints, who should have disappeared, come back to life in this beautiful Earth full of light. How have they resurrected if they were supposed to be dead? While the big mystery remains, Aioria gets involved in a new battle and when his Cosmo exceeds its limits... a change happens to the Leo Cloth! (Source: AniChart/AniList)",,Mythology,Toei Animation | Bridge,https://myanimelist.net/images/anime/1052/122018.jpg
28221,Etotama,Etotama,TV,12.0,6.8,Action | Comedy | Fantasy,"Every 60 years, the heavens conduct a sacred ritual called ETM12. This custom involves selecting worthy Eto-musume—celestial beings representing different animals—to become one of the members of the Chinese zodiac, or Eto-shin. However, since the first ETM12 two thousand years ago, the original batch of Eto-shin reigns with no one being able to replace them. Nyaa-tan is a cat Eto-musume who aspires to become a member of the zodiac in the ongoing ETM12. Fulfilling her ambition requires her to secure 12 seals, one for each Eto-shin. To that end, she must win various types of battles using Sol/Lull—divine energy created by people's positive emotions. This task is not easy however, as her powers as an Eto-musume are far below the abilities of a single Eto-shin. As such, she needs a constant source of energy. But in a chance encounter, Nyaa-tan meets Takeru Amato, a man who has just transferred to the apartment where she is secretly staying. To Nyaa-tan's delight, Takeru discovers that he",2015.0,Gag Humor,Shirogumi | Encourage Films,https://myanimelist.net/images/anime/7/73586.jpg
28223,Death Parade,Death Parade,TV,12.0,8.13,Drama | Fantasy | Suspense,"After death, either Heaven or Hell awaits most humans. But for a select few, death brings them to Quindecim—a bar where only pairs of people who die at the same time can enter. Attending the bar is an enigmatic figure known as Decim, who also acts as the arbiter. He passes judgment on those who wind up at Quindecim by challenging them to a life-threatening game. These games determine if the patron's soul will reincarnate into a new life, or be sent into the void, never to be seen again. From darts and bowling to fighting games, the true nature of each patron slowly comes to light as they wager their souls. Though his methods remain unchanged, the sudden appearance of a black-haired amnesiac causes Decim to reevaluate his own rulings. [Written by MAL Rewrite]",2015.0,Adult Cast | High Stakes Game | Psychological,Madhouse,https://myanimelist.net/images/anime/5/71553.jpg
28235,Indie Anibox: Selma Danbaekjil Coffee,Indie Anibox: Selma's Protein Coffee,Movie,1.0,5.94,Comedy | Drama | Romance | Sci-Fi,"The 2008 animated omnibus Indie Anibox: Selma's Protein Coffee consists of three inventive short films from up-and-coming directors. Kim Woon Ki's kooky mystery thriller ""Wanted"" is set in a peaceful village suddenly disrupted by heavy rainfall and the appearance of a strange old woman named Selma. Yeon Sang Ho's 3-D animation ""Love is Protein"" is an inventive black comedy about three poor roommates who break their piggy banks to order fried chicken - only to discover their prospective meal is the son of a weeping chicken. Jang Hyung Yoon's surreal ""A Coffee Vending Machine and Its Sword"" follows a swordsman who reincarnates as a coffee vending machine and falls in love at first sight with the maintenance girl. (Source: YesAsia)",,Samurai,Studio Dadashow,https://myanimelist.net/images/anime/5/68279.jpg
28241,Ahiru Rikusentai,Duck Brigade,Movie,1.0,5.08,Action,Ducks get into a conflict with frogs and start a war.,,Historical | Military,Unknown,https://myanimelist.net/images/anime/6/68301.jpg
28245,Ari-chan,Arichan the Ant,Movie,1.0,5.28,Comedy,"Ari-chan, an ant child, finds a violin in a sand pit and steals it to play with it.",,Music,Unknown,https://myanimelist.net/images/anime/3/68303.jpg
28247,Pankis! 2-jigen,,TV,24.0,5.69,Comedy,"St. Muse Academy: the place for the ""sound of the spirits."" In order for people to live pleasantly among the sound, there is an academy where people learn to balance and control sound. Now, the five failing students receive a special mission... (Source: MAL News)",2015.0,Music,DLE,https://myanimelist.net/images/anime/11/74251.jpg
28249,Arslan Senki (TV),The Heroic Legend of Arslan,TV,25.0,7.65,Action | Adventure | Drama | Fantasy,"The year is 320. Under the rule of the belligerent King Andragoras III, the Kingdom of Pars is at war with the neighboring empire, Lusitania. Though different from his father in many aspects, Arslan, the young prince, sets out to prove his valor on the battlefield for the very first time. However, when the king is betrayed by one of his most trusted officials, the Parsian army is decimated and the capital city of Ecbatana is sieged. With the army in shambles and the Lusitanians out for his head, Arslan is forced to go on the run. With a respected general by his side, Daryun, Arslan soon sets off on a journey in search of allies that will help him take back his home. However, the enemies that the prince faces are far from limited to just those occupying his kingdom. Armies of other kingdoms stand ready to conquer Ecbatana. Moreover, the mastermind behind Lusitania's victory, an enigmatic man hiding behind a silver mask, poses a dangerous threat to Arslan and his company as he possesses",2015.0,Historical | Military,SANZIGEN | LIDENFILMS,https://myanimelist.net/images/anime/1168/148973.jpg
28251,Ulibyeol Ilhowa Eollugso,Satellite Girl and Milk Cow,Movie,1.0,5.78,Comedy | Romance,"The KITSAT-1 satellite has long since ceased performing its job of photographing the Korean Peninsula. Much to its surprise, a strange force gives the device a body resembling a young girl after it falls out of orbit and lands on Earth. Even more perplexing is that KITSAT-1 soon meets Ko Kyung-chun, a young man with a gift for music who is trapped in the body of a milk cow. Kyung-chun has tragically been affected by a curse that turns those with broken hearts into animals. Taking the name Il-ho, the satellite strives to protect Kyung-chun from forces hunting those trapped in animal bodies, along with the wizard Merlin, who has been transformed into a roll of toilet paper. As Il-ho and Kyung-chun navigate their strange new lives, growing emotions make their bond inseparable. [Written by MAL Rewrite]",,Unknown,Unknown,https://myanimelist.net/images/anime/2/68317.jpg
28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,,Movie,1.0,6.87,Comedy | Supernatural,Second Youkai Watch movie.,,Unknown,OLM,https://myanimelist.net/images/anime/1144/139010.jpg
28263,Honto ni Atta Gakkou Kaidan,,OVA,1.0,5.73,Mystery | Supernatural,Three elementary school students investigate the mysterious events happening at school such as sightings of giant poisonous spiders and rumors of a ghost in the last stall of the girl's bathroom.,,School,Unknown,https://myanimelist.net/images/anime/7/89844.jpg
28283,Sengoku Musou,Samurai Warriors,TV,12.0,6.54,Action,"Toyotomi Hideyoshi is on the verge of unifying the realm, and all that remains is the Odawara Castle protected by the ""Lion of Sagami"" Ujiyasu Houjou. Hideyoshi's personally trained generals—Ishida Mitsunari, Katou Kiyomasa, and Fukushima Masanori—as well as Ootani Yoshitsugu, Shima Sakon, and Naoe Kanetsugu are all on the frontline of the battle. Amidst the battle formation are the two young warriors of the Sanada household: older brother Nobuyuki and younger brother Yukimura. As the stalemate begins to break down, Sanada Yukimura rides on a lone horse into the fray. His brother follows him right after. (Source: ANN)",2015.0,Historical | Samurai,Tezuka Productions | TYO Animations,https://myanimelist.net/images/anime/3/71770.jpg
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,Trinity Seven OVA,OVA,1.0,7.32,Action | Comedy | Fantasy | Romance | Ecchi,Arata is set to be expelled! The only way to save himself is to be taught more about the magic archives from the Trinity Seven themselves.,,Harem | School,Seven Arcs Pictures,https://myanimelist.net/images/anime/3/74066.jpg
28293,Shimajirou no Wow! Movie 3: Shimajirou to Ookinaki,,Movie,1.0,,Adventure,"The third movie version of “Shijiro no Wao!”, A TV program for children, featuring the popular character “Simajiro”. It consists of an anime part depicting the great adventures of Shimajiro and friends, and participatory live-action parts such as songs and quizzes. One day, Shimajiro's sister feels the SOS of a “motherwood” tree higher than the clouds in a mysterious dream. So the Shimajiro and others were riding on the Kibo of Gaogao to help the motherwood, and the fog with the motherwood headed to the island ... (Source: Allcinema)",,Unknown,The Answer Studio,https://myanimelist.net/images/anime/11/72464.jpg
28297,Ore Monogatari!!,My Love Story!!,TV,24.0,7.89,Comedy | Romance,"With his muscular build and tall stature, Takeo Gouda is no ordinary high school freshman. However, behind Takeo's intimidating appearance lies a pure heart of gold, and he is considered a hero by his male peers for his courage and chivalry. Unfortunately for Takeo, his appearance does not bode well for his love life. As if his looks were not already enough to scare the opposite sex away, Takeo's cool, handsome best friend and constant companion Makoto Sunakawa easily, and unintentionally, steals the hearts of the female students—including every girl Takeo has ever liked. One day, when Takeo saves cute Rinko Yamato from being molested, he falls in love with her instantly. Unfortunately, he suspects that she might be interested in Sunakawa. Despite his romantic feelings for Yamato continuing to bloom, Takeo decides to act as her cupid, even as he yearns for his own love story. [Written by MAL Rewrite]",2015.0,Unknown,Madhouse,https://myanimelist.net/images/anime/13/69455.jpg
28299,Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,Wolf Girl & Black Prince OVA,OVA,1.0,7.2,Comedy | Romance,"It is Kyouya Sata's 17th birthday, and it seems Erika Shinohara has forgotten about her beloved boyfriend's important day. Even Erika's best friend, Ayumi Sanda, appears to be unaware as she asks Kyouya to tutor her after school. However, behind the scenes, Erika is preparing a surprise in Kyouya's apartment and has assigned Ayumi the job of distracting him. Not everything goes as planned, though, as in front of Kyouya's home, an unlucky accident sets Erika into a complete frenzy—meaning Kyouya now has to find a way to calm down his oddball girlfriend. [Written by MAL Rewrite]",,School,TYO Animations,https://myanimelist.net/images/anime/1212/147376.jpg
28353,Henteko na Volunteer,,OVA,1.0,6.54,Slice of Life,An educational film about the merits of volunteer work. A group of children help achieve a grandmother's dream of learning how to read and write.,,Educational,Unknown,https://myanimelist.net/images/anime/1395/137189.jpg
28361,Kaseifu ga Ita.,,OVA,2.0,5.52,Comedy,OVA adaptation of the same name shoujo manga. Bundled with the November issue of the Ciao magazine.,,Unknown,Unknown,https://myanimelist.net/images/anime/11/68495.jpg
28377,Choujikuu Robo Meguru,,OVA,1.0,5.6,Comedy,"The story of the mecha anime revolves around 13-year-old Meguru Tokio, who is suddenly approached by a strange woman who is running away from something. She finds out that the girl's name is also Meguru, and although she appears to be around 17 or 18 years old, she has a passionate personality, which the younger Meguru has trouble dealing with. Meguru Tokio gets drawn into the older Meguru's fight with a mysterious organization, and gets targeted by the organization as well. The one targeting them from the organization was the narcissist, Rei. Although the younger Meguru can't believe that the older one came from the future, she fights alongside her in a dimensional robot. After fighting with Rei, she finds out that even though the other Meguru is older than her, she is Meguru Tokio's descendant. After finding out that someone has jumped into the past by the older Meguru's history surveillance device, the two also make a leap back into the past. (Source: ANN)",,Mecha,Brain's Base | Studio A-CAT,https://myanimelist.net/images/anime/1660/118867.jpg
28381,Monster High: Kowa-ike Girls,,ONA,8.0,5.83,Fantasy,An anime adaptation of the popular Mattel fashion doll line 'Monster High'.,,School,Shogakukan Music & Digital Entertainment,https://myanimelist.net/images/anime/7/68521.jpg
28387,Joukamachi no Dandelion,Castle Town Dandelion,TV,12.0,7.16,Comedy,"The Sakurada siblings live a normal life in a typical Japanese household. Well, that's what their father, the king, wants for them at least. As members of the royal family, each sibling possesses a unique ability, and over two thousand security cameras have been placed around town to make sure the children are safe and sound. Moreover, all nine of them have been designated as a potential successor to the throne with the decision that the next ruler will be selected through an election. However, for the timid Akane Sakurada, the third eldest daughter who wields the power to manipulate gravity, all of this attention is a complete nightmare. With all the cameras constantly monitoring the candidates and even broadcasting their actions on the Sakurada-dedicated news channel, she decides that if she becomes king, the cameras have got to go. But just how will she convince the public that she is the most suited to rule if she can't even overcome her own shyness?! Election season is in full sw",2015.0,Super Power,Production IMS,https://myanimelist.net/images/anime/11/82559.jpg
28391,Ao no Kanata no Four Rhythm,Aokana: Four Rhythm Across the Blue,TV,12.0,6.65,Sci-Fi | Sports,"With the invention of anti-gravitational shoes known as Grav-Shoes, the ability to fly freely has become an everyday experience for the people inhabiting a four-island archipelago south of Japan. This invention has brought the people new ways of living and also a new sport known as ""Flying Circus,"" where participants gain points by either touching floating buoys or their opponent's back. The gullible and clumsy Asuka Kurashina, newly transferred to Kunahama High School, enters this world of flight unknowingly when she is able to pull off a difficult maneuver the first time she participates in a Flying Circus match. Eventually, this leads her to join her school’s Flying Circus club. Led by their coach, Masaya Hinata, their members consist of the experienced Misaki Tobisawa and her overprotective friend, Mashiro Arisaka. Ao no Kanata no Four Rhythm follows this rookie group soaring high above the skies and toward their dreams, armed only with their unwavering passion against an uncertai",2016.0,School,Gonzo,https://myanimelist.net/images/anime/9/77839.jpg
28401,Q Transformers: Kaette Kita Convoy no Nazo,,TV,13.0,5.41,Comedy,Picks up after the events of Transformers 2010. Ultra Magnus goes on a solo mission through various Decepticon strongholds to find out exactly what happened to Optimus.,2015.0,Mecha,DLE,https://myanimelist.net/images/anime/13/72586.jpg
28419,Katsura Hime,Princess Katsura,Movie,1.0,5.15,Action | Comedy,Short film about a princess being kidnapped.,,Unknown,Unknown,https://myanimelist.net/images/anime/12/68569.jpg
28423,Kyoukai no Rinne,RIN-NE,TV,25.0,6.89,Comedy | Supernatural,"Rinne Rokudou has bigger problems than going to school—namely, helping spirits pass over to the next life. Because of this responsibility, he often finds himself short on money and struggles to buy his necessities: food, clothes, and exorcism tools. Sakura Mamiya has been able to see ghosts since she was little. She hoped she would outgrow it, but even after starting high school, nothing has changed. To make matters worse, the first time her ever-absent classmate, Rinne, shows up for school, only Sakura can see him. She assumes, as anyone would, that he is a ghost. However, to Sakura's surprise, Rinne proceeds to attend school like normal the next day. Kyoukai no Rinne chronicles Sakura's journey as she learns of Rinne's true nature and the existence of a hidden supernatural world. [Written by MAL Rewrite]",2015.0,Mythology | School,Brain's Base,https://myanimelist.net/images/anime/13/73436.jpg
28427,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,,ONA,5.0,,Comedy,"In this ukiyoe-style flash anime, Isobe Isobee is a lazy, slacker samurai with big dreams. He lives with his mother, who thinks highly of him. He lays around the house, sneakily looks at Edo-period pornography without his mother noticing, naps at school, but he plans to become a respectable samurai one day! (Source: MangaHelpers, edited)",,Gag Humor | Historical,Unknown,https://myanimelist.net/images/anime/5/69321.jpg
28431,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,,ONA,1.0,6.78,Action | Adventure | Fantasy,"The Pokemon Company streamed the ""Mega Special Animation"" short inspired by the upcoming Pokémon Omega Ruby and Pokémon Alpha Sapphire games on Sunday. The short features Pokémon undergoing the newly discovered Mega Evolution and Primal Reversion in the Hoenn region. (Source: ANN)",,Unknown,OLM,https://myanimelist.net/images/anime/5/70071.jpg
28479,Meitantei Conan Movie 19: Gouka no Himawari,Detective Conan Movie 19: The Sunflowers of Inferno,Movie,1.0,7.74,Action | Mystery,"At an exclusive auction house in New York City, Vincent van Gogh's Sunflowers, which was believed to be destroyed by a US air raid of World War II, was put up for auction. Jirokichi Suzuki, accompanied by his niece, Sonoko won the auction with a $300 million bid. At a press conference, Suzuki announces his plan to gather all seven Van Gogh's Sunflowers paintings around the world for a grand exhibition. The venue would be a purpose-built gallery in a cliff in Japan known as ""Lake Rock"", with the highest security and protection. Suzuki also announces the engagement of seven specialists, whom he called the ""Seven Samurai"", to oversee the exhibition and protect the Sunflowers. Conan then tries to track down Kaito Kid, who supposedly steals a one of Van Gogh's Sunflowers paintings during an auction. (Source: Wikipedia, TVtropes)",,Detective,TMS Entertainment,https://myanimelist.net/images/anime/5/73618.jpg
28483,Ijime wa Zettai Warui!,,OVA,1.0,,Drama,An educational film about empowering children to take action when they are bullied. Do not be afraid to immediately tell the teacher and your parents.,,Educational | School,Unknown,https://myanimelist.net/images/anime/11/68767.jpg
28485,Ichiban Chikaku ni,,OVA,1.0,,Drama,An educational film about the discrimination of ethnic Koreans in the Osaka Prefecture.,,Educational,Unknown,https://myanimelist.net/images/anime/1994/155516.jpg
28487,Ikite Iru,,OVA,1.0,,Unknown,"Tsuyoshi is 9 years old and had friends over to play. During a tumble a photo breaks of his mother holding a baby. On the back of the photo is a date, written two years before his birth, so Tsuyoshi asks his father ""whose child is this?"" His father tells him the story of his older brother who died at birth and learns the importance of life.",,Unknown,Unknown,https://myanimelist.net/img/sp/icon/apple-touch-icon-256.png
28495,Sidonia no Kishi Movie,Knights of Sidonia: The Movie,Movie,1.0,7.24,Sci-Fi,A recap of the first season of Sidonia no Kishi with additional scenes and re-edited sound effects.,,Mecha | Space,Polygon Pictures,https://myanimelist.net/images/anime/6/69369.jpg
28497,Rokka no Yuusha,Rokka: Braves of the Six Flowers,TV,12.0,7.25,Action | Fantasy | Mystery,"An ancient legend states that with the revival of the Demon God, six heroes—the Braves of the Six Flowers—will be chosen by the Goddess of Fate, granting them power to rise up against the fiends attempting to turn the world into a living hell. Adlet Mayer, self-proclaimed ""Strongest Man in the World,"" has arrived at the continent of Piena in hopes of becoming a Brave. Although it doesn't go as smoothly as he had planned, Adlet is ultimately chosen as one of the six heroes shortly after being greeted by Nashetania Loei Piena Augustra, crown princess and fellow Brave. Rokka no Yuusha follows the two as they embark upon their destined journey to fight the Demon God, intending to meet up with their fellow heroes at a small temple outside of the Land of the Howling Demons, the fiends' domain. However, when they finally unite, seven heroes are present, and soon the others begin to suspect Adlet to be a fraud. Now on the run, Adlet must utilize his unique skill set and wit in a fight for his",2015.0,Unknown,Passione,https://myanimelist.net/images/anime/9/74374.jpg
28511,Precure All Stars Movie: Haru no Carnival♪,,Movie,1.0,6.63,Action | Comedy,New Precure All Stars movie.,,Mahou Shoujo | Music,Toei Animation,https://myanimelist.net/images/anime/1602/142415.jpg
28537,Garo: Guren no Tsuki,Garo: Crimson Moon,TV,23.0,5.92,Action | Fantasy,"Monsters known as ""Horrors"" have invaded the world, entering through gates from the Makai Realm of Darkness. These corrupt, demonic creatures have the ability to seize human bodies and feed on their souls. Citizens who are out past sunset will likely never see the sun rise again, but those who live in the capital city have no need to worry—they are protected by a spiritual force field created by the sorcerer group Onmyouji. In possession of legendary armor, the Golden Knight Raikou proclaims that he will protect everyone from the Horrors. Accompanied by his attendant Kintoki and the mysterious Makai Alchemist Seimei, he strives to become a formidable Makai Knight, but Raikou is ill-prepared to handle the side effects of the armor. Disappointed by his own shortcomings, he sets out on a journey of self-discovery to master his weaknesses and prove his worth. [Written by MAL Rewrite]",2015.0,Mythology,MAPPA,https://myanimelist.net/images/anime/2/76029.jpg
28539,Garo Movie: Divine Flame,,Movie,1.0,7.55,Action | Fantasy,"Leon, who has succeeded the name of Golden Knight ""GARO,"" devotes himself to train a young Makai Knight for the next generation, together with Prince Alfonso of the Valiante Kingdom. Then, they receive an order to exterminate the most beautiful Horror in the world which resides in a neighboring country ""Vazelia."" At the same time, a young Makai Knight for the next generation is kidnapped by an unknown person. Leon desperately follows them, only to find that he is surrounded by his enemies at a dead end. Then, a Makai Knight Dario who was supposed to be missing for some time suddenly appears and rescues him. Under his guidance, Leon is led to the town where he meets up a totally unexpected person. (Source: ANN)",,Unknown,MAPPA,https://myanimelist.net/images/anime/12/83157.jpg
28543,Zukkoke Sannin-gumi no Hi Asobi Boushi Daisakusen,,OVA,1.0,,Drama,An educational fire prevention video for kids featuring the Zukkoke Sannin-gumi cast.,,Educational,Unknown,https://myanimelist.net/images/anime/13/68923.jpg
28545,Nobunaga-kun no Minna de Yakusoku Hi no Youjin,,OVA,1.0,,Drama,An educational fire safety precaution video for kids featuring Nobunaga and his retainers.,,Educational,Unknown,https://myanimelist.net/images/anime/4/68925.jpg
28547,Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,,OVA,1.0,,Drama,An educational bicycle safety video for kids featuring Nobunaga and his retainers.,,Educational,Unknown,https://myanimelist.net/images/anime/7/68927.jpg
28549,Jishin ga Kitara Dousuru? Mushimushi Mura no Bousai Kunren,,OVA,1.0,,Drama,An educational disaster safety video for kids featuring talking insects.,,Educational,Unknown,https://myanimelist.net/images/anime/4/68929.jpg
28551,Boku wa Sugu ni Nigetanda: Higashi Nihon Daishinsai kara Mananda Koto,,OVA,1.0,,Drama,An educational video about the 2011 Touhoku earthquake and tsunami for kids. It's meant to show younger kids what happened and what everyone learned from it as the childrens' early memories are fuzzy on the events even though they have lived through it.,,Unknown,Unknown,https://myanimelist.net/images/anime/5/68931.jpg
28553,Momotarou no Hi Asobi Yameyou! Hi no Youjin,,OVA,1.0,,Drama | Fantasy,"An educational ""don't play with fire"" safety video for kids featuring characters from the classic Momotarou folktale.",,Educational | Historical,Unknown,https://myanimelist.net/images/anime/3/68933.jpg
28555,Son Gokuu no Hi no Youjin,,OVA,1.0,,Drama | Fantasy,"An educational ""don't play with fire"" safety video for kids featuring characters from the classic Saiyuuki folktale.",,Educational,Unknown,https://myanimelist.net/images/anime/2/68935.jpg
28557,Yamete! Lighter Asobi: Doubutsu Mura no Shouboutai Shutsu Dou,,OVA,1.0,,Unknown,An educational fire safety video for kids to be wary of dry paper and magazine garbage getting set on fire.,,Anthropomorphic | Educational,Unknown,https://myanimelist.net/images/anime/2/68937.jpg
28559,Magical Puuta no Hi Asobi wa Abunai yo,,OVA,1.0,,Drama,"An educational ""don't play with fire"" safety video for kids.",,Unknown,Unknown,https://myanimelist.net/images/anime/4/68939.jpg
